,user_id,checkout_page,order_value,purchased,gender,browser,time_on_page
78,862143,A,24.22111867,1,F,firefox,41.26136961
79,872029,A,25.14041336,1,F,safari,45.67398411
80,909800,A,,0,M,chrome,31.01820191
81,888297,A,27.25206622,1,M,chrome,55.80991784
82,860768,A,26.1641561,1,F,safari,50.58794928
83,904023,A,21.15939078,1,F,firefox,26.56507576
84,841076,A,28.72063048,1,F,firefox,62.85902633
85,847543,A,29.73972294,1,F,firefox,67.75067011
86,898453,A,27.94694893,1,M,firefox,59.14535485
87,847077,A,24.55018791,1,M,chrome,42.84090197
88,869207,A,,0,M,firefox,32.15096854
89,908968,A,27.63612932,1,F,firefox,57.65342072
90,899858,A,23.99205763,1,F,firefox,40.16187664
91,901776,A,28.05611268,1,M,chrome,59.66934084
92,872483,A,25.52068745,1,M,chrome,47.49929974
93,857654,A,27.44159759,1,M,safari,56.71966844
94,850399,A,25.89091599,1,M,chrome,49.27639677
95,875495,A,26.76643292,1,F,chrome,53.47887802
96,883481,A,25.02625005,1,M,safari,45.12600025
97,879457,A,29.46467623,1,F,chrome,66.43044593
98,837922,A,25.31728023,1,F,chrome,46.52294511
99,896218,A,26.00497341,1,F,safari,49.82387236
100,849331,A,29.70787674,1,F,safari,67.59780836
101,857141,A,21.63060235,1,M,firefox,28.82689127
102,875132,A,21.8237875,1,F,firefox,29.75418002
103,848392,A,27.42349177,1,M,firefox,56.6327605
104,850423,A,,0,M,firefox,30.92251914
105,859651,A,29.85905296,1,F,chrome,68.32345423
106,895959,A,23.96595255,1,F,firefox,40.03657223
107,848806,A,23.13136297,1,M,safari,36.03054226
108,836298,A,29.80735507,1,F,safari,68.07530432
109,857960,A,28.70128698,1,F,chrome,62.7661775
110,872318,A,29.6688974,1,F,safari,67.41070753
111,858327,A,27.26511165,1,F,chrome,55.8725359
112,858839,A,,0,M,chrome,34.66529178
113,876164,A,29.77516238,1,M,firefox,67.92077944
114,847173,A,24.32999157,1,M,chrome,41.78395955
115,861654,A,,0,M,safari,54.62947675
116,835814,A,27.36812992,1,M,firefox,56.36702361
117,864643,A,24.61247477,1,F,firefox,43.13987888
118,901195,A,,0,M,firefox,52.36895244
119,842632,A,27.30551668,1,M,chrome,56.06648006
120,857098,A,25.94106383,1,M,safari,49.51710637
121,902561,A,,0,M,chrome,31.80719051
122,862011,A,25.74559544,1,F,chrome,48.57885809
123,859625,A,28.31596474,1,F,safari,60.91663076
124,851421,A,23.26358035,1,F,firefox,36.66518568
125,863828,A,24.62591365,1,F,safari,43.20438552
126,854240,A,23.91211612,1,M,firefox,39.77815738
127,844883,A,,0,M,firefox,67.19116474
128,836199,A,26.68073689,1,F,safari,53.06753708
129,852621,A,26.01865459,1,M,safari,49.88954203
130,835381,A,23.07520981,1,F,firefox,35.76100711
131,912009,A,26.34812298,1,F,safari,51.4709903
132,862800,A,23.31416835,1,F,safari,36.90800807
133,871812,A,25.0795764,1,F,safari,45.3819667
134,869129,A,,0,M,firefox,37.36984706
135,844599,A,26.69108324,1,F,firefox,53.11719954
136,907252,A,26.44147704,1,M,safari,51.9190898
137,888433,A,24.47925311,1,M,safari,42.50041493
138,851216,A,25.99001678,1,F,safari,49.75208055
139,861917,A,,0,M,firefox,31.8832619
140,887597,A,,0,M,chrome,27.10490889
141,884066,A,26.09847925,1,F,chrome,50.27270042
142,836894,A,25.41668374,1,F,firefox,47.00008194
143,874409,A,26.58757859,1,F,chrome,52.62037724
144,880910,A,30.95786194,1,F,safari,73.5977373
145,896024,A,27.36119872,1,F,chrome,56.33375384
146,874036,A,22.71794444,1,M,firefox,34.04613329
147,866138,A,27.79254072,1,M,safari,58.40419546
148,862500,A,21.71023147,1,F,firefox,29.20911107
149,848769,A,23.84603849,1,F,firefox,39.46098474
150,867887,A,,0,M,safari,44.18110074
151,873995,A,29.2833568,1,F,chrome,65.56011266
152,853040,A,23.13811294,1,F,firefox,36.06294214
153,844471,A,22.93390365,1,F,safari,35.08273754
154,854067,A,,0,M,firefox,43.81856971
155,882284,A,23.34130428,1,F,firefox,37.03826056
156,856436,A,27.81658981,1,M,firefox,58.51963107
157,910491,A,22.30017123,1,M,chrome,32.0408219
158,837437,A,22.13132837,1,F,safari,31.23037617
159,835021,A,23.90544989,1,M,chrome,39.74615946
160,889544,A,23.75491887,1,F,safari,39.02361059
161,880598,A,29.82383013,1,M,safari,68.15438465
162,902471,A,27.37355202,1,M,safari,56.39304968
163,909157,A,25.2188781,1,M,safari,46.0506149
164,889873,A,21.9364112,1,F,safari,30.29477377
165,836948,A,,0,M,safari,55.13235572
166,835578,A,22.49946163,1,F,safari,32.99741583
167,859199,A,21.13807226,1,F,firefox,26.46274684
168,889290,A,27.97007448,1,F,chrome,59.25635751
169,864952,A,25.79235653,1,M,chrome,48.80331134
170,874133,A,27.30214706,1,M,chrome,56.05030589
171,866929,A,25.79681913,1,F,chrome,48.82473184
172,911085,A,27.14207653,1,M,firefox,55.28196734
173,902933,A,23.37243602,1,F,chrome,37.18769288
174,907002,A,22.4143929,1,M,firefox,32.5890859
175,849195,A,26.7039863,1,F,safari,53.17913422
176,860976,A,22.99147584,1,M,firefox,35.35908403
177,855648,A,23.27612556,1,F,firefox,36.72540267
178,846675,A,,0,M,chrome,39.53360996
179,899560,A,25.0436979,1,F,chrome,45.20974991
180,895985,A,24.11501522,1,F,firefox,40.75207306
181,839869,A,21.56262177,1,F,chrome,28.50058448
182,896011,A,,0,M,chrome,37.27657917
183,865206,A,,0,M,firefox,18.31916217
184,902018,A,26.56307863,1,F,chrome,52.50277741
185,840371,A,20.99485586,1,M,safari,25.77530813
186,907137,A,22.23904165,1,M,firefox,31.74739993
187,878738,A,25.1304127,1,M,firefox,45.62598095
188,858624,A,23.15109251,1,M,chrome,36.12524404
189,902660,A,28.85753649,1,F,safari,63.51617514
190,849659,A,21.76785773,1,F,chrome,29.48571708
191,883980,A,,0,M,safari,48.20461043
192,870478,A,,0,M,chrome,44.52860618
193,861598,A,22.07976626,1,M,chrome,30.98287803
194,870154,A,26.30819165,1,F,safari,51.27931993
195,857736,A,24.57113417,1,F,chrome,42.94144403
196,898145,A,26.92947638,1,M,chrome,54.26148661
197,857242,A,,0,M,firefox,54.88204985
198,861314,A,,0,M,firefox,70.95883139
199,888502,A,28.34131987,1,M,safari,61.03833539
200,847949,A,24.07704541,1,M,safari,40.56981794
201,896936,A,24.40155206,1,F,safari,42.12744987
202,882319,A,27.74914899,1,F,chrome,58.19591515
203,890776,A,,0,M,safari,52.86316477
204,876110,A,26.60032882,1,M,safari,52.68157831
205,904015,A,20.95760989,1,F,firefox,25.59652747
206,870512,A,24.93918469,1,F,firefox,44.70808651
207,878530,A,23.15492273,1,M,firefox,36.14362909
208,842567,A,25.6998115,1,F,firefox,48.35909519
209,907733,A,24.75462403,1,F,firefox,43.82219532
210,907829,A,27.27544727,1,M,chrome,55.9221469
211,903427,A,25.79304554,1,M,safari,48.80661858
212,871003,A,26.96581991,1,M,safari,54.43593555
213,910656,A,23.83395226,1,F,chrome,39.40297084
214,880112,A,22.63888436,1,M,firefox,33.66664493
215,844761,A,23.97487577,1,F,chrome,40.07940368
216,858774,A,24.95744897,1,F,chrome,44.79575503
217,897011,A,25.94787934,1,M,safari,49.54982083
218,876021,A,30.64827238,1,M,firefox,72.11170741
219,896153,A,,0,M,chrome,44.49291418
220,858617,A,22.6101375,1,M,safari,33.52865999
221,840591,A,24.13504556,1,M,safari,40.84821869
222,839304,A,23.84101006,1,F,safari,39.4368483
223,843928,A,26.20370368,1,F,firefox,50.77777769
224,846456,A,21.14800746,1,F,firefox,26.51043583
225,910275,A,25.15815499,1,F,firefox,45.75914393
226,911039,A,,0,M,firefox,46.87807846
227,851440,A,25.58045259,1,F,chrome,47.78617243
228,853894,A,,0,M,chrome,37.83220717
229,848477,A,24.40519568,1,M,firefox,42.14493924
230,861938,A,21.43984773,1,M,chrome,27.91126909
231,861010,A,23.76670029,1,M,firefox,39.0801614
232,902214,A,23.64284631,1,M,firefox,38.48566229
233,894816,A,26.04012512,1,F,chrome,49.99260056
234,836911,A,22.10954392,1,F,firefox,31.12581082
235,873614,A,26.95299525,1,M,chrome,54.37437722
236,843697,A,28.73621136,1,F,firefox,62.93381453
237,908043,A,19.82503744,1,F,chrome,20.1601797
238,844426,A,26.06564683,1,M,firefox,50.11510477
239,899393,A,26.69227009,1,F,firefox,53.12289642
240,841062,A,,0,M,chrome,37.35075569
241,860503,A,,0,M,firefox,40.23273823
242,876908,A,,0,M,firefox,43.40543307
243,912309,A,24.2555228,1,F,firefox,41.42650945
244,840998,A,24.22746758,1,F,firefox,41.29184437
245,896215,A,,0,M,firefox,24.88795432
246,869643,A,27.88082891,1,F,firefox,58.82797878
247,871997,A,,0,M,chrome,57.9554231
248,878516,A,,0,M,chrome,35.23962889
249,895903,A,,0,M,firefox,27.40290807
250,865957,A,26.30266219,1,F,firefox,51.25277852
251,860146,A,23.56053008,1,F,safari,38.09054436
252,854753,A,,0,M,chrome,46.70343796
253,889116,A,24.20167896,1,F,chrome,41.16805899
254,902162,A,26.72884688,1,F,safari,53.29846501
255,846118,A,26.73687286,1,M,firefox,53.33698972
256,905415,A,,0,M,safari,36.29283146
257,893644,A,21.54159011,1,M,chrome,28.39963254
258,846425,A,21.04265401,1,M,safari,26.00473923
259,839854,A,26.52594845,1,F,firefox,52.32455255
260,851185,A,22.02785186,1,M,chrome,30.73368891
261,886491,A,,0,M,firefox,38.91820375
262,877556,A,23.5092149,1,F,chrome,37.84423154
263,890813,A,24.86858176,1,M,chrome,44.36919244
264,884869,A,,0,M,chrome,21.76464233
265,902786,A,25.47194649,1,M,safari,47.26534316
266,904679,A,26.30972756,1,M,chrome,51.28669229
267,901250,A,25.22105522,1,M,safari,46.06106504
268,881826,A,24.22278457,1,F,chrome,41.26936594
269,846998,A,25.24350042,1,F,safari,46.168802
270,849332,A,25.99761586,1,M,firefox,49.78855615
271,841249,A,18.06851811,1,M,safari,11.72888692
272,836500,A,,0,M,chrome,68.4709477
273,904271,A,,0,M,firefox,49.68111987
274,880414,A,23.36897854,1,M,safari,37.17109701
275,855107,A,24.02261656,1,M,safari,40.3085595
276,841851,A,26.23435444,1,M,firefox,50.92490133
277,867056,A,24.70974015,1,M,safari,43.60675273
278,846285,A,19.92328883,1,M,firefox,20.63178639
279,885755,A,30.16123215,1,M,safari,69.77391434
280,836077,A,,0,M,safari,43.67351211
281,877240,A,27.55043178,1,F,firefox,57.24207254
282,893076,A,23.26987538,1,F,chrome,36.69540183
283,883026,A,28.84094264,1,F,safari,63.43652465
284,873861,A,25.71585922,1,M,chrome,48.43612427
285,850722,A,26.52210959,1,F,chrome,52.30612601
286,854629,A,22.38686658,1,F,firefox,32.45695961
287,898272,A,28.02786322,1,M,chrome,59.53374348
288,862413,A,26.72454541,1,F,firefox,53.27781797
289,873083,A,28.25461557,1,M,firefox,60.62215475
290,914052,A,23.4297811,1,F,chrome,37.46294928
291,887636,A,23.7974322,1,F,chrome,39.22767458
292,870879,A,,0,M,firefox,72.64700037
293,885950,A,22.34996044,1,F,firefox,32.27981013
294,890493,A,24.66012575,1,F,chrome,43.36860359
295,850123,A,27.84222841,1,M,safari,58.64269635
296,875418,A,25.24431242,1,M,chrome,46.17269961
297,890322,A,26.4573842,1,F,firefox,51.99544416
298,898423,A,24.00137743,1,M,firefox,40.20661165
299,866406,A,25.92513972,1,F,chrome,49.44067065
300,851232,A,21.73368287,1,F,safari,29.32167778
301,886651,A,29.1453267,1,M,chrome,64.89756816
302,876968,A,24.70458989,1,M,chrome,43.58203146
303,877973,A,23.29955449,1,M,safari,36.83786155
304,891507,A,26.66595771,1,M,safari,52.99659698
305,887864,A,,0,M,chrome,39.47136255
306,855359,A,21.66435382,1,M,safari,28.98889834
307,878177,A,21.63320624,1,F,chrome,28.83938993
308,865723,A,26.73443288,1,M,chrome,53.32527783
309,839837,A,24.6010664,1,F,chrome,43.08511874
310,893877,A,24.6657461,1,F,firefox,43.39558128
311,867053,A,27.69435951,1,F,chrome,57.93292567
312,866002,A,22.18293548,1,F,chrome,31.47809029
313,909334,A,,0,M,chrome,36.23186697
314,899756,A,,0,M,chrome,40.38144229
315,897487,A,25.23587897,1,M,firefox,46.13221907
316,845034,A,24.89457137,1,F,safari,44.49394258
317,847837,A,24.28278202,1,F,chrome,41.55735369
318,900922,A,24.84593399,1,F,firefox,44.26048317
319,907509,A,24.73173681,1,F,firefox,43.71233668
320,887897,A,23.20098903,1,M,firefox,36.36474734
321,877876,A,22.96751753,1,M,firefox,35.24408414
322,872746,A,25.68629089,1,M,chrome,48.29419629
323,837718,A,22.77271229,1,F,safari,34.309019
324,889074,A,,0,M,firefox,31.11173689
325,864326,A,24.21926937,1,M,safari,41.25249299
326,838325,A,24.60583246,1,M,chrome,43.10799581
327,851526,A,30.64180874,1,M,chrome,72.08068197
328,861077,A,23.23824931,1,F,chrome,36.54359669
329,892017,A,27.35815181,1,F,firefox,56.3191287
330,889167,A,26.86797084,1,F,chrome,53.96626001
331,839004,A,22.02763761,1,M,safari,30.73266054
332,839416,A,26.93313244,1,F,firefox,54.27903573
333,896816,A,22.0402984,1,F,firefox,30.79343232
334,873869,A,18.35206941,1,F,firefox,13.08993314
335,886569,A,26.51579881,1,F,firefox,52.27583429
336,865166,A,,0,M,chrome,23.929313
337,860619,A,26.12733615,1,M,safari,50.41121354
338,857121,A,23.28997276,1,F,chrome,36.79186923
339,860191,A,29.14887699,1,F,safari,64.91460955
340,871414,A,27.6712735,1,F,chrome,57.82211279
341,840714,A,23.86653549,1,F,chrome,39.55937035
342,902280,A,23.28040597,1,F,safari,36.74594867
343,898022,A,21.96480649,1,F,safari,30.43107116
344,857348,A,23.89769342,1,F,safari,39.70892841
345,894008,A,24.29911126,1,M,chrome,41.63573406
346,869053,A,24.08826614,1,M,safari,40.62367747
347,865902,A,25.39175964,1,F,safari,46.88044626
348,839142,A,26.44630374,1,F,firefox,51.94225797
349,890633,A,25.87413614,1,M,firefox,49.19585348
350,862544,A,23.08964019,1,M,safari,35.83027291
351,857037,A,,0,M,chrome,27.74650231
352,895439,A,28.41132962,1,M,safari,61.37438218
353,910044,A,23.27637704,1,F,firefox,36.72660979
354,843909,A,23.369266,1,F,safari,37.1724768
355,879621,A,23.69702672,1,M,safari,38.74572825
356,868467,A,20.39232612,1,F,firefox,22.8831654
357,858515,A,23.80506499,1,M,firefox,39.26431195
358,890724,A,,0,M,safari,39.24413023
359,888448,A,26.55089575,1,M,firefox,52.44429958
360,897477,A,26.74614287,1,F,safari,53.38148579
361,902131,A,25.00942722,1,M,safari,45.04525067
362,870774,A,27.32962094,1,F,safari,56.18218049
363,910489,A,25.84991246,1,M,firefox,49.07957981
364,900385,A,,0,M,chrome,44.81181466
365,887275,A,25.40232042,1,F,safari,46.93113802
366,850607,A,,0,M,safari,42.71215808
367,847921,A,,0,M,chrome,40.26180583
368,846033,A,24.33066616,1,F,chrome,41.78719756
369,875813,A,22.17997167,1,F,firefox,31.46386402
370,914523,A,25.70110426,1,F,firefox,48.36530046
371,843208,A,22.51719097,1,F,chrome,33.08251667
372,878670,A,27.10407816,1,F,chrome,55.09957517
373,850762,A,24.37635355,1,M,chrome,42.00649704
374,891878,A,25.12373745,1,F,safari,45.59393978
375,879665,A,26.23459194,1,F,firefox,50.92604132
376,884068,A,,0,M,chrome,52.71977358
377,886462,A,21.07344148,1,F,safari,26.1525191
378,911932,A,24.48274081,1,M,safari,42.51715589
379,869248,A,27.20044728,1,F,chrome,55.56214694
380,896113,A,20.75473545,1,F,safari,24.62273017
381,863221,A,25.96820119,1,M,safari,49.6473657
382,848378,A,19.36108943,1,M,safari,17.93322925
383,865290,A,,0,M,safari,32.72991788
384,883962,A,25.09657638,1,M,chrome,45.46356662
385,848137,A,20.85821224,1,M,firefox,25.11941877
386,892472,A,22.53622316,1,F,chrome,33.17387115
387,883170,A,21.32041248,1,F,chrome,27.33797991
388,899777,A,29.12033733,1,M,firefox,64.77761919
389,834973,A,25.41056939,1,M,safari,46.97073307
390,898525,A,,0,M,firefox,51.80748333
391,913601,A,24.44331225,1,F,chrome,42.32789879
392,890240,A,24.11642063,1,F,firefox,40.75881901
393,890442,A,20.95881453,1,M,safari,25.60230974
394,906131,A,24.27040659,1,F,safari,41.49795165
395,843045,A,,0,M,safari,35.86209346
396,899960,A,,0,M,chrome,55.29508709
397,862297,A,27.85275467,1,F,safari,58.6932224
398,855617,A,28.66644679,1,M,firefox,62.59894459
399,876328,A,27.13137985,1,M,chrome,55.23062327
400,910287,A,23.50336516,1,F,safari,37.81615276
401,910680,A,,0,M,chrome,31.60923617
402,876485,A,26.91665795,1,M,firefox,54.19995818
403,844775,A,,0,M,safari,49.27551381
404,846498,A,20.57865387,1,F,safari,23.77753859
405,878409,A,,0,M,safari,49.26578151
406,859601,A,27.03629956,1,F,chrome,54.77423787
407,873345,A,25.14731397,1,F,chrome,45.70710707
408,861385,A,,0,M,chrome,42.77935595
409,887252,A,22.98087878,1,F,safari,35.30821815
410,875454,A,21.38366325,1,F,chrome,27.64158361
411,846850,A,,0,M,firefox,54.60357539
412,899528,A,,0,M,firefox,41.29062666
413,873074,A,24.41633335,1,M,safari,42.19840006
414,910722,A,29.33180297,1,M,firefox,65.79265424
415,847754,A,26.71125277,1,F,chrome,53.21401328
416,862112,A,25.9270625,1,F,chrome,49.44990002
417,859024,A,25.35515451,1,F,safari,46.70474166
418,874077,A,28.79998715,1,M,chrome,63.23993833
419,845191,A,29.29897327,1,M,safari,65.63507169
420,837941,A,27.32376278,1,M,firefox,56.15406134
421,914323,A,26.45556148,1,M,chrome,51.9866951
422,863297,A,19.76349232,1,F,chrome,19.86476315
423,874865,A,25.30930479,1,F,chrome,46.48466297
424,896155,A,24.67473261,1,F,safari,43.43871655
425,878214,A,25.23488307,1,M,chrome,46.12743875
426,907125,A,27.35761522,1,F,chrome,56.31655305
427,860638,A,,0,M,firefox,12.12387399
428,910791,A,23.57671987,1,F,chrome,38.16825536
429,893624,A,25.67476089,1,F,chrome,48.23885226
430,858923,A,23.83288613,1,F,safari,39.39785345
431,872702,A,21.45773472,1,M,firefox,27.99712664
432,852621,A,27.17240872,1,M,safari,55.42756184
433,850635,A,25.69217976,1,F,chrome,48.32246287
434,841226,A,22.57223857,1,F,firefox,33.34674515
435,836889,A,25.78704301,1,M,chrome,48.77780645
436,840775,A,27.05396428,1,F,firefox,54.85902854
437,871284,A,,0,M,chrome,45.06351176
438,840034,A,27.00141201,1,M,safari,54.60677764
439,845287,A,25.19565044,1,F,safari,45.9391221
440,846349,A,24.01192754,1,F,firefox,40.25725221
441,888202,A,,0,M,safari,31.0869538
442,896883,A,24.78517308,1,F,safari,43.9688308
443,882646,A,25.48573235,1,F,firefox,47.33151526
444,867845,A,27.1895819,1,M,firefox,55.50999314
445,874192,A,,0,M,firefox,43.61871038
446,887868,A,,0,M,chrome,50.48898727
447,907502,A,22.58846997,1,M,firefox,33.42465584
448,882093,A,23.04342711,1,F,firefox,35.60845013
449,892307,A,24.72402675,1,F,firefox,43.67532841
450,873365,A,22.36342884,1,M,safari,32.34445843
451,892876,A,27.05061959,1,M,firefox,54.84297405
452,876411,A,26.15782582,1,F,safari,50.55756395
453,906773,A,,0,M,safari,48.34914917
454,910704,A,25.84726031,1,F,firefox,49.0668495
455,897734,A,30.0526089,1,F,firefox,69.25252274
456,899991,A,23.82783953,1,F,safari,39.37362974
457,873218,A,19.49639679,1,F,safari,18.58270457
458,876867,A,25.49825049,1,F,chrome,47.39160236
459,886698,A,24.87349115,1,F,safari,44.39275751
460,859315,A,23.70620239,1,F,firefox,38.78977149
461,847507,A,22.55292535,1,M,safari,33.25404169
462,888225,A,23.9020262,1,M,firefox,39.72972574
463,907159,A,25.45334607,1,M,chrome,47.17606115
464,852423,A,,0,M,firefox,38.96619959
465,839562,A,31.0311342,1,F,chrome,73.94944415
466,885529,A,22.59873905,1,F,chrome,33.47394742
467,844855,A,,0,M,safari,35.48259165
468,899632,A,19.2784499,1,F,safari,17.53655952
469,857366,A,,0,M,firefox,48.01781298
470,890602,A,19.95898343,1,F,firefox,20.80312047
471,849071,A,,0,M,safari,38.5265444
472,841009,A,24.31082366,1,F,safari,41.69195359
473,913660,A,,0,M,chrome,36.48326441
474,847708,A,29.34718169,1,M,chrome,65.86647213
475,876498,A,,0,M,safari,56.9327327
476,880368,A,28.29784219,1,F,firefox,60.82964252
477,897833,A,22.79395295,1,M,chrome,34.41097418
478,834580,A,,0,M,safari,58.54312877
479,914254,A,26.24000237,1,M,chrome,50.95201136
480,895056,A,26.92851487,1,M,chrome,54.25687138
481,847872,A,27.57359707,1,M,chrome,57.35326595
482,907456,A,22.72809189,1,F,firefox,34.09484105
483,896624,A,23.93920595,1,M,firefox,39.90818855
484,906989,A,27.15649003,1,M,chrome,55.35115214
485,841012,A,,0,M,chrome,13.13257088
486,900515,A,28.78332021,1,F,safari,63.15993699
487,847612,A,26.38283016,1,F,chrome,51.63758477
488,837419,A,,0,M,firefox,44.45155247
489,876093,A,,0,M,firefox,47.64609187
490,909814,A,22.42516179,1,F,safari,32.6407766
491,874072,A,24.12514159,1,M,firefox,40.80067962
492,895888,A,27.75071085,1,F,chrome,58.20341206
493,894894,A,28.24505493,1,F,safari,60.57626367
494,890780,A,31.74056013,1,F,chrome,77.35468863
495,856696,A,24.81518833,1,F,safari,44.112904
496,850914,A,23.35361758,1,M,safari,37.0973644
497,888435,A,23.71441509,1,F,safari,38.82919241
498,905023,A,,0,M,chrome,32.7834975
499,876704,A,,0,M,firefox,44.06574293
500,867985,A,25.95683108,1,M,safari,49.59278916
501,836377,A,24.9143943,1,M,firefox,44.58909263
502,881026,A,27.74086711,1,F,chrome,58.15616215
503,843239,A,24.4144605,1,M,chrome,42.18941038
504,898057,A,24.13137337,1,M,chrome,40.83059217
505,895819,A,23.54682881,1,F,safari,38.02477828
506,869216,A,,0,M,firefox,25.40838569
507,863293,A,,0,M,chrome,26.18678731
508,879724,A,,0,M,chrome,30.85010483
509,892728,A,28.25357018,1,M,safari,60.61713686
510,856768,A,27.23815068,1,M,safari,55.74312327
511,882735,A,28.43741017,1,F,firefox,61.4995688
512,872582,A,,0,M,safari,29.01346014
513,909027,A,,0,M,chrome,21.37650372
514,912889,A,23.3498592,1,F,safari,37.07932416
515,875552,A,25.43954738,1,F,firefox,47.10982744
516,840073,A,26.24672569,1,F,safari,50.9842833
517,912147,A,27.61993039,1,M,chrome,57.57566587
518,854533,A,,0,M,firefox,48.41135605
519,859984,A,29.35667195,1,F,safari,65.91202537
520,901295,A,24.4434858,1,M,chrome,42.32873183
521,913592,A,22.71730195,1,F,firefox,34.04304938
522,866492,A,,0,M,chrome,24.82538141
523,865048,A,,0,M,chrome,34.3323437
524,901354,A,,0,M,chrome,47.90541553
525,905547,A,22.77819936,1,F,chrome,34.33535691
526,846608,A,27.34185616,1,F,chrome,56.24090956
527,862463,A,28.53081927,1,F,chrome,61.94793247
528,900211,A,19.07603274,1,F,safari,16.56495714
529,839759,A,,0,M,chrome,55.36862761
530,871520,A,19.40098985,1,M,firefox,18.1247513
531,862333,A,,0,M,firefox,49.81798866
532,904835,A,,0,M,firefox,59.69844677
533,838721,A,25.16214027,1,M,safari,45.77827328
534,874065,A,21.80077707,1,M,firefox,29.64372992
535,910005,A,,0,M,safari,37.97482555
536,905818,A,,0,M,safari,41.86025465
537,897314,A,24.54438804,1,F,chrome,42.81306259
538,891716,A,24.4927579,1,F,safari,42.56523791
539,846235,A,24.72529305,1,F,safari,43.68140665
540,911186,A,,0,M,chrome,47.56176059
541,894424,A,21.97856587,1,M,safari,30.49711616
